12:28:33.303 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 18320 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
20:12:18.775 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 324 号数据同步成功 同步时间：Thu May 21 20:12:18 CST 2020
20:12:19.778 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 325 号数据同步成功 同步时间：Thu May 21 20:12:19 CST 2020
20:12:20.777 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 326 号数据同步成功 同步时间：Thu May 21 20:12:20 CST 2020
20:12:21.779 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 327 号数据同步成功 同步时间：Thu May 21 20:12:21 CST 2020
20:12:22.777 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 328 号数据同步成功 同步时间：Thu May 21 20:12:22 CST 2020
20:12:23.784 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 329 号数据同步成功 同步时间：Thu May 21 20:12:23 CST 2020
20:24:15.121 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 299 号数据同步成功 同步时间：Thu May 21 20:24:15 CST 2020
20:24:16.188 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 300 号数据同步成功 同步时间：Thu May 21 20:24:16 CST 2020
20:24:19.083 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 301 号数据同步成功 同步时间：Thu May 21 20:24:19 CST 2020
20:24:20.083 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 303 号数据同步成功 同步时间：Thu May 21 20:24:20 CST 2020
20:24:20.092 [pool-2-thread-8] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 302 号数据同步成功 同步时间：Thu May 21 20:24:20 CST 2020
20:24:21.089 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 304 号数据同步成功 同步时间：Thu May 21 20:24:21 CST 2020
20:24:22.183 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 305 号数据同步成功 同步时间：Thu May 21 20:24:22 CST 2020
20:24:23.088 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 306 号数据同步成功 同步时间：Thu May 21 20:24:23 CST 2020
20:24:24.090 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 307 号数据同步成功 同步时间：Thu May 21 20:24:24 CST 2020
20:24:25.087 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 308 号数据同步成功 同步时间：Thu May 21 20:24:25 CST 2020
20:24:26.090 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 309 号数据同步成功 同步时间：Thu May 21 20:24:26 CST 2020
20:24:27.099 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 310 号数据同步成功 同步时间：Thu May 21 20:24:27 CST 2020
20:24:28.091 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 311 号数据同步成功 同步时间：Thu May 21 20:24:28 CST 2020
20:24:29.092 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 312 号数据同步成功 同步时间：Thu May 21 20:24:29 CST 2020
20:24:30.091 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 313 号数据同步成功 同步时间：Thu May 21 20:24:30 CST 2020
20:24:31.093 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 314 号数据同步成功 同步时间：Thu May 21 20:24:31 CST 2020
20:24:32.093 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 315 号数据同步成功 同步时间：Thu May 21 20:24:32 CST 2020
20:24:33.094 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 316 号数据同步成功 同步时间：Thu May 21 20:24:33 CST 2020
20:24:34.094 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 317 号数据同步成功 同步时间：Thu May 21 20:24:34 CST 2020
20:24:35.101 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 318 号数据同步成功 同步时间：Thu May 21 20:24:35 CST 2020
20:24:36.094 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 319 号数据同步成功 同步时间：Thu May 21 20:24:36 CST 2020
20:24:37.096 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 320 号数据同步成功 同步时间：Thu May 21 20:24:37 CST 2020
20:24:38.095 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 321 号数据同步成功 同步时间：Thu May 21 20:24:38 CST 2020
20:24:39.096 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 322 号数据同步成功 同步时间：Thu May 21 20:24:39 CST 2020
20:24:40.098 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 323 号数据同步成功 同步时间：Thu May 21 20:24:40 CST 2020
20:24:41.098 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 324 号数据同步成功 同步时间：Thu May 21 20:24:41 CST 2020
20:24:42.098 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 325 号数据同步成功 同步时间：Thu May 21 20:24:42 CST 2020
20:24:43.101 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 326 号数据同步成功 同步时间：Thu May 21 20:24:43 CST 2020
20:24:44.101 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 327 号数据同步成功 同步时间：Thu May 21 20:24:44 CST 2020
20:24:45.124 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 328 号数据同步成功 同步时间：Thu May 21 20:24:45 CST 2020
20:24:46.112 [pool-2-thread-7] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 329 号数据同步成功 同步时间：Thu May 21 20:24:46 CST 2020
20:25:35.022 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 3164 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
20:25:35.033 [main] INFO  com.ntu.center.CenterClientApplication - No active profile set, falling back to default profiles: default
20:25:41.926 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
20:25:41.953 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9999"]
20:25:41.955 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
20:25:41.955 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
20:25:42.466 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
20:25:42.467 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7211 ms
20:25:44.923 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
20:25:45.182 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
20:25:45.889 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
20:25:53.186 [main] INFO  com.ntu.center.CenterClientStart - 中央数据库节点成功连接至MQTT服务器.....
20:25:53.191 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9999"]
20:25:53.255 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
20:25:53.263 [main] INFO  com.ntu.center.CenterClientApplication - Started CenterClientApplication in 20.303 seconds (JVM running for 24.703)
20:26:47.890 [pool-2-thread-1] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 330 号数据同步成功 同步时间：Thu May 21 20:26:47 CST 2020
20:26:47.893 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 332 号数据同步成功 同步时间：Thu May 21 20:26:47 CST 2020
20:26:47.906 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 331 号数据同步成功 同步时间：Thu May 21 20:26:47 CST 2020
20:26:48.273 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 334 号数据同步成功 同步时间：Thu May 21 20:26:48 CST 2020
20:26:48.284 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 333 号数据同步成功 同步时间：Thu May 21 20:26:48 CST 2020
20:26:49.273 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 335 号数据同步成功 同步时间：Thu May 21 20:26:49 CST 2020
20:26:51.263 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 336 号数据同步成功 同步时间：Thu May 21 20:26:51 CST 2020
20:26:52.283 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 337 号数据同步成功 同步时间：Thu May 21 20:26:52 CST 2020
20:26:53.240 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 338 号数据同步成功 同步时间：Thu May 21 20:26:53 CST 2020
20:26:53.270 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 339 号数据同步成功 同步时间：Thu May 21 20:26:53 CST 2020
20:26:55.260 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 340 号数据同步成功 同步时间：Thu May 21 20:26:55 CST 2020
20:26:56.265 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 341 号数据同步成功 同步时间：Thu May 21 20:26:56 CST 2020
20:26:57.251 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 343 号数据同步成功 同步时间：Thu May 21 20:26:57 CST 2020
20:26:57.266 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 342 号数据同步成功 同步时间：Thu May 21 20:26:57 CST 2020
20:26:59.262 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 344 号数据同步成功 同步时间：Thu May 21 20:26:59 CST 2020
20:27:00.243 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 346 号数据同步成功 同步时间：Thu May 21 20:27:00 CST 2020
20:27:00.268 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 345 号数据同步成功 同步时间：Thu May 21 20:27:00 CST 2020
20:27:02.264 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 347 号数据同步成功 同步时间：Thu May 21 20:27:02 CST 2020
20:27:03.272 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 348 号数据同步成功 同步时间：Thu May 21 20:27:03 CST 2020
20:27:04.264 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 349 号数据同步成功 同步时间：Thu May 21 20:27:04 CST 2020
20:27:05.269 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 350 号数据同步成功 同步时间：Thu May 21 20:27:05 CST 2020
20:27:06.269 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 351 号数据同步成功 同步时间：Thu May 21 20:27:06 CST 2020
20:27:07.250 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 353 号数据同步成功 同步时间：Thu May 21 20:27:07 CST 2020
20:27:07.272 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 352 号数据同步成功 同步时间：Thu May 21 20:27:07 CST 2020
20:27:08.308 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 354 号数据同步成功 同步时间：Thu May 21 20:27:08 CST 2020
20:27:10.272 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 355 号数据同步成功 同步时间：Thu May 21 20:27:10 CST 2020
20:27:11.269 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 356 号数据同步成功 同步时间：Thu May 21 20:27:11 CST 2020
20:27:12.248 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 358 号数据同步成功 同步时间：Thu May 21 20:27:12 CST 2020
20:27:12.272 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 357 号数据同步成功 同步时间：Thu May 21 20:27:12 CST 2020
20:27:13.280 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 359 号数据同步成功 同步时间：Thu May 21 20:27:13 CST 2020
20:27:15.269 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 360 号数据同步成功 同步时间：Thu May 21 20:27:15 CST 2020
20:34:05.443 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 361 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:06.445 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 362 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:07.445 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 363 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:08.458 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 364 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:09.460 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 365 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:10.445 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 366 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:11.449 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 367 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:12.445 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 368 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:13.489 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 369 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:14.455 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 370 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:15.450 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 371 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:16.453 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 372 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:17.452 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 373 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:18.454 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 374 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:19.453 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 375 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:20.459 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 376 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:21.456 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 377 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:22.457 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 378 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:23.458 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 379 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:24.459 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 380 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:25.460 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 381 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:26.460 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 382 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:27.449 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 384 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:27.462 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 383 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:29.757 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 385 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:30.537 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 386 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:31.499 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 387 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:32.477 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 388 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:33.462 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 389 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:34.456 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 391 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:34.471 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 390 号数据新增失败,失败原因：中央数据库中已存在此条数据
20:34:56.514 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 330 号数据同步成功 同步时间：Thu May 21 20:34:56 CST 2020
20:34:57.578 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 331 号数据同步成功 同步时间：Thu May 21 20:34:57 CST 2020
20:34:58.627 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 332 号数据同步成功 同步时间：Thu May 21 20:34:58 CST 2020
20:34:59.517 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 333 号数据同步成功 同步时间：Thu May 21 20:34:59 CST 2020
20:35:00.507 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 334 号数据同步成功 同步时间：Thu May 21 20:35:00 CST 2020
20:35:01.520 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 335 号数据同步成功 同步时间：Thu May 21 20:35:01 CST 2020
20:35:02.508 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 336 号数据同步成功 同步时间：Thu May 21 20:35:02 CST 2020
20:35:03.508 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 337 号数据同步成功 同步时间：Thu May 21 20:35:03 CST 2020
20:35:04.511 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 338 号数据同步成功 同步时间：Thu May 21 20:35:04 CST 2020
20:35:05.510 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 339 号数据同步成功 同步时间：Thu May 21 20:35:05 CST 2020
20:35:06.514 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 340 号数据同步成功 同步时间：Thu May 21 20:35:06 CST 2020
20:35:07.514 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 341 号数据同步成功 同步时间：Thu May 21 20:35:07 CST 2020
20:35:08.513 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 342 号数据同步成功 同步时间：Thu May 21 20:35:08 CST 2020
20:35:09.525 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 343 号数据同步成功 同步时间：Thu May 21 20:35:09 CST 2020
20:35:10.517 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 344 号数据同步成功 同步时间：Thu May 21 20:35:10 CST 2020
20:35:11.519 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 345 号数据同步成功 同步时间：Thu May 21 20:35:11 CST 2020
20:35:12.517 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 346 号数据同步成功 同步时间：Thu May 21 20:35:12 CST 2020
20:35:13.519 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 347 号数据同步成功 同步时间：Thu May 21 20:35:13 CST 2020
20:35:14.519 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 348 号数据同步成功 同步时间：Thu May 21 20:35:14 CST 2020
20:35:15.532 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 349 号数据同步成功 同步时间：Thu May 21 20:35:15 CST 2020
20:35:16.521 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 350 号数据同步成功 同步时间：Thu May 21 20:35:16 CST 2020
20:35:17.521 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 351 号数据同步成功 同步时间：Thu May 21 20:35:17 CST 2020
20:35:18.525 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 352 号数据同步成功 同步时间：Thu May 21 20:35:18 CST 2020
20:35:19.523 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 353 号数据同步成功 同步时间：Thu May 21 20:35:19 CST 2020
20:35:20.523 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 354 号数据同步成功 同步时间：Thu May 21 20:35:20 CST 2020
20:35:21.526 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 355 号数据同步成功 同步时间：Thu May 21 20:35:21 CST 2020
20:35:22.526 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 356 号数据同步成功 同步时间：Thu May 21 20:35:22 CST 2020
20:35:23.527 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 357 号数据同步成功 同步时间：Thu May 21 20:35:23 CST 2020
20:35:24.530 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 358 号数据同步成功 同步时间：Thu May 21 20:35:24 CST 2020
20:35:25.537 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 359 号数据同步成功 同步时间：Thu May 21 20:35:25 CST 2020
